SlidingTackle;GKDiving;GKHandling;GKKicking;GKPositioning;GKReflexes
25;11;7;13;15;11
57;6;6;14;9;10
30;11;8;13;8;8
16;16;16;14;6;16
61;15;16;9;8;7
16;12;8;9;12;11
17;15;10;13;13;7
33;12;10;15;16;12
19;9;11;13;14;10
64;13;8;10;11;8
24;13;15;8;7;15
68;11;6;6;13;16
63;9;8;5;11;8
64;8;9;14;9;12
17;6;6;5;5;14
63;10;8;13;6;13
64;12;11;8;13;9
61;14;15;16;10;7
53;14;9;7;10;11
66;8;7;11;7;9
71;8;6;6;13;10
62;14;15;8;14;16
69;14;13;11;9;8
16;16;7;13;12;12
37;7;11;15;9;15
47;10;7;16;15;13
62;12;14;10;13;16
72;8;8;11;12;12
55;9;10;8;13;7
68;14;11;12;15;14
61;9;15;6;9;15
65;8;13;14;15;8
67;16;16;16;16;6
73;7;15;11;8;13
62;13;11;8;10;10
43;13;11;12;7;7
18;8;8;8;8;14
66;6;15;16;14;11
61;13;15;11;10;12
14;67;62;65;64;71
20;68;63;63;66;69
22;15;8;14;11;8
65;10;9;12;11;14
48;11;17;10;12;15
62;10;16;10;11;7
63;8;14;16;6;8
34;13;12;9;7;9
24;9;15;14;8;16
31;9;8;12;11;13
40;7;15;6;6;15
70;9;15;10;9;13
64;12;15;11;6;8
64;8;14;12;13;12
36;13;14;16;12;13
39;12;5;13;11;5
55;10;9;6;8;14
21;12;6;10;11;13
67;15;16;9;14;10
65;9;14;7;8;10
56;12;8;10;12;11
38;10;12;10;7;10
63;9;10;15;14;12
22;8;13;15;11;14
35;18;18;15;14;15
13;68;65;62;68;67
56;16;12;10;10;11
56;7;12;15;13;7
64;6;6;11;8;6
68;9;11;16;6;10
52;11;13;13;16;7
66;7;7;16;7;7
49;11;12;8;6;6
35;10;8;12;9;12
21;7;10;8;8;14
28;10;13;11;11;5
42;14;8;7;12;9
70;10;10;12;12;8
6;67;65;63;69;67
66;16;12;7;15;14
61;9;6;5;10;12
64;8;5;7;15;6
65;6;7;14;14;10
68;8;15;15;16;12
66;10;13;7;11;8
12;6;10;10;10;8
22;68;65;63;65;67
66;13;10;8;12;15
24;12;10;8;8;13
21;9;7;8;12;9
53;12;6;7;11;12
18;7;11;6;12;7
67;9;10;14;10;9
48;9;12;13;7;12
22;12;14;9;7;12
16;10;12;12;14;15
26;65;64;68;65;68
46;15;12;10;13;8
68;9;10;9;12;7
18;5;9;6;8;8
46;9;8;10;12;9
28;6;7;12;9;13
42;6;11;7;15;15
47;16;15;6;7;15
61;8;14;12;11;7
58;12;10;16;11;11
67;6;7;10;11;13
65;13;13;6;10;15
64;9;11;8;10;15
15;12;10;9;8;9
63;12;9;13;7;12
58;8;5;13;10;10
68;12;11;8;12;11
28;15;16;6;12;7
13;70;60;65;64;71
64;14;6;8;8;9
65;8;13;11;11;12
26;7;11;13;14;8
28;16;13;12;14;10
69;7;14;14;6;11
26;15;10;9;13;13
66;7;6;10;8;11
48;10;10;9;12;7
9;72;63;57;62;70
66;13;8;9;7;7
22;9;14;10;10;7
67;8;15;9;10;15
32;14;8;8;6;7
65;10;13;15;7;7
60;11;8;10;13;8
47;12;10;6;15;11
66;13;9;16;7;14
65;14;10;9;12;7
69;10;11;7;13;7
34;13;7;12;15;13
66;15;8;11;11;9
23;6;9;7;12;13
25;9;14;11;12;16
67;10;6;10;15;10
65;14;14;12;14;7
20;14;10;8;7;15
60;6;15;6;16;15
24;13;14;12;11;9
65;7;11;15;7;13
37;10;11;12;15;10
22;8;16;15;15;11
48;10;15;13;10;19
67;7;11;6;14;14
54;14;14;16;10;13
18;68;66;64;65;68
11;67;64;67;66;68
27;11;16;13;15;8
14;7;6;6;9;9
55;13;13;11;14;6
64;8;11;8;9;16
41;14;14;12;11;16
22;9;14;9;14;8
58;11;16;10;9;8
63;6;13;11;14;10
59;13;14;7;13;10
22;11;13;9;12;7
58;14;12;14;8;14
15;10;9;7;13;13
65;13;9;16;12;11
58;10;12;12;8;10
58;6;12;11;10;16
62;9;7;11;13;8
14;68;63;71;67;67
26;9;7;12;15;10
28;11;12;13;9;10
23;11;14;6;11;7
20;9;7;13;10;7
64;15;7;12;13;14
60;7;10;7;14;8
18;8;14;13;7;13
68;12;10;10;15;9
55;9;6;10;11;9
12;15;7;12;10;15
19;15;10;10;12;15
61;7;10;16;9;12
15;15;15;7;10;8
29;16;11;8;11;10
60;7;12;14;7;13
64;6;11;16;15;8
18;70;63;61;60;70
11;11;14;5;6;12
62;6;16;14;11;7
58;13;8;6;9;14
63;15;13;7;16;7
19;14;16;9;6;12
41;14;7;9;12;11
45;2;2;2;2;2
64;12;13;14;13;14
47;13;8;15;6;10
67;9;7;11;10;7
72;7;6;12;6;7
67;10;9;11;9;12
63;6;15;16;13;10
25;10;6;13;13;7
17;64;66;65;71;65
64;10;10;9;6;11
68;15;9;14;12;15
64;10;12;14;9;7
64;6;12;9;7;13
64;13;14;14;10;7
23;9;10;12;8;14
63;6;5;12;14;7
70;7;12;12;13;12
66;8;8;6;11;9
22;10;14;12;10;7
65;9;6;10;8;14
44;9;8;10;14;8
64;8;8;15;12;14
66;13;7;10;9;7
47;14;8;11;7;14
12;68;67;66;67;68
27;14;8;9;14;11
18;14;12;6;12;9
68;10;7;9;9;8
12;67;59;58;68;71
16;10;7;8;6;15
65;8;9;8;11;8
32;7;13;6;12;15
25;6;14;6;12;16
66;8;7;8;9;6
62;11;9;11;13;10
41;6;11;11;5;13
37;10;11;8;12;14
16;68;66;63;62;69
64;8;14;16;9;8
12;68;67;67;65;68
63;10;13;13;15;14
68;14;9;12;12;5
64;8;8;8;13;13
65;13;9;8;10;10
58;8;11;7;9;7
68;11;12;7;6;14
67;16;15;12;12;13
65;11;6;15;12;12
51;9;8;6;12;9
66;11;8;7;14;11
32;10;10;10;11;7
66;15;6;9;12;12
62;15;11;10;7;10
17;16;12;15;10;12
65;14;11;7;9;10
12;10;6;9;15;9
26;7;14;9;6;8
22;12;15;13;9;12
63;9;6;13;10;13
62;13;9;14;7;8
57;11;14;8;12;10
66;13;9;11;12;7
63;12;13;14;8;15
66;11;12;11;9;8
60;16;13;15;8;15
23;7;11;10;10;13
22;11;15;14;15;9
66;6;9;14;13;12
70;6;14;9;8;8
64;13;9;11;7;9
13;67;65;61;67;69
60;8;14;16;14;15
23;8;15;11;12;6
14;65;66;63;68;66
23;10;8;9;6;13
28;9;11;6;16;13
69;11;15;11;6;6
69;11;10;8;8;9
65;16;15;11;15;14
16;70;63;65;64;71
63;12;10;8;15;6
61;16;14;10;8;14
52;11;11;12;9;9
53;9;8;11;8;12
66;14;12;8;13;10
44;8;9;15;7;10
38;13;10;15;12;11
64;7;14;14;7;11
33;13;9;15;7;16
37;16;12;13;7;9
33;13;14;13;7;14
21;7;11;9;8;6
61;8;9;10;11;15
31;15;13;15;6;10
21;12;14;7;8;15
64;9;8;7;9;5
50;11;15;15;11;11
65;11;10;8;11;12
20;13;15;11;12;15
68;12;11;12;15;7
62;7;14;12;9;10
24;7;13;10;7;12
25;16;12;10;14;7
23;14;8;12;8;8
58;8;10;9;7;8
68;15;12;9;15;10
65;14;11;7;9;13
50;15;11;6;15;7
59;10;16;15;10;7
64;14;12;8;8;8
66;11;12;12;6;8
15;8;15;9;13;11
55;7;12;6;6;15
28;7;11;13;11;10
62;14;12;12;11;7
65;11;15;13;8;11
20;8;8;12;14;11
61;8;15;14;9;13
63;7;16;7;12;10
32;9;10;10;14;14
36;15;6;11;14;14
62;12;8;13;16;8
39;15;7;15;14;7
66;11;8;8;15;14
65;14;8;11;12;14
13;68;65;66;66;67
57;15;10;11;9;13
20;69;64;62;67;69
14;13;11;10;14;15
24;9;10;7;9;6
29;11;10;12;8;9
67;12;12;15;9;12
40;8;7;11;15;12
37;8;8;11;13;9
67;9;7;11;6;7
34;5;7;12;9;15
19;8;8;7;6;10
64;10;16;16;11;16
21;16;6;9;14;14
46;13;11;10;10;12
65;15;10;14;9;16
18;12;11;13;10;6
41;10;10;7;9;6
69;15;16;14;10;14
37;12;10;13;13;13
67;6;11;6;14;9
67;11;12;13;9;15
64;10;13;12;7;11
48;10;7;14;7;11
62;6;9;6;7;5
22;13;14;5;11;13
64;9;13;11;8;10
63;7;12;9;12;16
66;11;8;14;11;8
66;12;14;15;6;15
65;10;14;7;14;7
65;14;14;14;13;16
35;15;10;9;12;7
21;9;15;8;12;13
67;14;14;15;6;11
18;12;8;15;13;9
64;14;13;14;16;11
49;8;13;10;11;6
18;14;10;15;15;9
66;15;13;12;8;15
29;9;11;9;12;10
67;10;7;12;9;14
21;10;8;11;13;15
62;14;10;14;9;6
8;68;65;55;67;69
13;14;12;7;11;11
28;7;7;6;7;15
63;9;6;14;16;7
31;10;8;14;15;16
47;10;11;16;6;13
62;14;12;15;13;8
66;15;10;8;11;12
66;7;13;10;11;14
67;8;16;16;11;14
58;16;13;10;15;16
13;65;63;66;66;67
53;9;12;9;10;7
29;13;10;13;15;8
64;15;7;14;13;7
60;9;9;9;8;14
42;11;6;12;12;13
64;10;13;6;10;11
28;15;8;15;14;6
12;68;66;64;66;69
62;13;6;9;10;12
66;12;12;7;12;11
18;11;7;10;7;6
63;13;7;15;13;12
42;11;15;12;14;16
65;6;14;13;7;11
55;9;15;12;6;15
64;8;11;12;14;6
18;71;59;63;62;70
62;8;13;11;13;15
38;7;9;8;15;9
69;15;14;9;8;9
65;9;12;13;9;8
62;13;15;16;12;11
71;13;15;11;8;9
32;10;11;7;7;7
35;14;8;7;15;6
63;7;14;14;11;7
63;16;16;7;14;10
54;14;9;11;14;9
70;8;14;13;13;11
44;10;7;11;9;10
38;11;13;12;13;12
65;7;15;7;9;9
60;12;6;11;12;12
63;13;13;14;9;8
69;9;9;11;6;14
65;15;12;15;7;7
41;14;6;12;8;8
64;9;12;12;6;13
38;14;10;10;9;9
65;15;9;15;16;8
61;8;15;12;13;13
45;14;12;15;11;14
68;10;6;12;15;13
69;8;11;11;7;14
16;10;14;11;11;13
38;10;10;11;13;10
25;10;14;6;6;12
63;15;13;8;8;14
64;10;14;13;7;12
49;12;9;12;12;5
65;7;7;12;10;10
63;13;15;13;10;12
12;7;15;15;8;8
58;11;14;15;14;13
66;8;11;10;11;7
22;1;1;1;1;1
17;12;8;11;10;11
25;12;10;16;12;11
71;6;11;14;12;15
38;6;13;6;10;11
67;7;12;6;13;12
70;8;11;8;12;7
14;66;65;61;69;65
63;7;12;13;7;12
34;10;14;9;9;7
46;8;8;6;6;6
63;9;6;14;16;8
66;6;13;10;12;9
70;12;11;12;12;13
12;68;63;71;65;69
64;13;15;9;9;9
71;15;10;11;12;12
20;6;10;7;12;7
65;7;12;16;11;15
66;6;5;7;11;13
61;12;9;7;13;10
10;67;61;71;69;67
39;15;15;13;15;10
68;15;8;13;8;14
64;14;13;15;8;8
42;9;12;15;13;15
45;12;8;10;12;8
26;13;13;11;6;16
65;7;8;9;10;13
64;1;1;1;1;1
19;63;65;68;69;68
65;16;16;15;8;10
12;13;7;8;14;11
48;14;10;11;13;13
65;9;11;15;14;12
67;12;13;11;16;10
60;6;14;8;12;11
62;11;6;8;12;7
16;68;65;64;65;69
64;13;15;13;7;9
64;6;9;12;15;7
12;65;65;71;65;67
70;15;12;13;7;7
34;6;10;14;15;6
64;15;10;11;14;10
14;14;14;8;7;11
17;14;6;5;12;11
58;5;6;9;7;11
67;10;10;7;12;7
73;13;13;11;13;11
54;14;6;10;13;12
13;65;64;60;65;68
47;15;9;10;13;13
26;14;15;7;15;8
12;11;9;9;15;6
25;9;9;9;12;12
62;8;16;12;8;14
51;8;13;15;7;9
61;9;9;14;12;7
21;6;9;8;10;12
35;7;8;10;13;14
62;12;7;15;13;8
65;13;12;12;6;12
68;9;14;10;12;14
62;12;14;15;16;11
62;14;6;13;11;10
20;8;15;13;14;11
14;13;7;10;13;10
68;7;14;7;11;14
48;7;7;14;15;11
30;10;11;10;13;12
20;7;9;8;15;10
60;9;13;6;14;15
65;7;9;7;6;10
67;8;15;9;5;15
46;14;13;9;15;13
45;6;6;7;8;10
21;15;13;8;13;7
70;8;13;11;14;8
69;8;10;15;13;13
66;11;10;6;5;10
54;8;7;16;13;9
30;9;13;9;8;14
31;9;8;8;8;6
54;12;11;10;7;10
21;8;9;7;5;7
60;14;8;12;9;15
12;66;64;62;64;73
56;10;14;11;12;14
65;11;10;12;10;14
63;15;12;8;15;8
46;13;12;15;13;7
40;9;7;11;15;8
68;11;9;10;15;10
30;9;7;7;14;10
65;15;6;7;9;12
55;12;7;7;9;10
62;8;12;8;5;7
15;62;71;73;67;65
62;10;14;11;10;9
54;13;11;10;10;10
65;11;15;13;8;13
58;13;12;14;13;15
59;11;12;12;13;16
23;9;9;9;13;11
63;8;10;14;14;8
59;10;11;9;9;16
41;10;7;6;14;9
43;6;9;10;11;12
65;16;13;14;13;15
21;15;12;14;9;10
65;13;10;9;11;13
13;70;63;57;63;72
67;14;8;12;14;13
67;8;14;6;10;6
71;13;14;12;14;12
26;15;9;11;6;10
17;66;65;64;68;70
27;7;12;11;7;6
53;14;7;5;7;8
32;10;8;11;11;10
36;13;16;8;10;10
35;13;10;12;6;8
30;7;11;11;12;13
37;10;7;10;11;13
67;8;6;6;15;6
64;7;6;7;14;13
60;7;8;16;10;12
61;6;15;14;8;13
28;12;11;13;8;7
55;9;15;7;8;16
31;11;7;9;11;6
67;12;14;9;8;12
52;11;13;10;6;7
64;15;8;12;15;12
21;13;15;13;14;11
48;15;6;13;11;15
57;14;8;16;10;11
64;7;6;6;13;13
23;8;14;10;14;8
62;10;9;8;11;14
19;14;11;10;11;11
65;7;6;12;14;11
56;14;8;7;14;11
68;7;9;6;11;6
33;12;15;13;10;7
57;7;16;15;10;14
53;13;14;9;12;14
62;7;8;9;15;10
47;11;5;15;12;7
35;16;12;8;16;15
20;8;12;6;6;12
22;12;9;14;12;13
37;15;14;8;10;9
65;13;12;7;13;7
63;9;9;12;14;15
63;15;6;15;7;16
64;8;6;10;7;14
64;14;13;10;10;8
61;10;7;14;6;10
63;11;9;7;12;8
19;8;16;14;15;16
65;8;14;14;8;6
65;5;5;9;9;7
35;10;14;8;9;13
63;7;14;12;9;8
58;14;10;9;7;10
23;8;9;12;7;6
67;6;13;12;7;10
60;12;6;11;16;12
19;10;14;7;14;14
12;15;12;10;8;6
63;8;6;7;11;7
46;11;8;12;11;6
56;11;10;16;6;11
20;13;15;15;13;13
63;12;16;13;8;10
17;14;6;13;7;15
62;15;12;12;12;13
65;7;13;5;7;10
66;6;9;11;13;8
65;15;14;10;8;6
64;11;8;14;13;8
23;13;11;6;9;14
62;12;6;13;14;15
65;11;11;14;13;15
72;12;6;11;14;9
22;15;8;14;9;15
41;14;11;14;9;6
35;13;7;14;14;11
66;10;15;6;12;6
58;8;6;11;5;11
39;14;9;8;16;10
54;15;14;6;7;13
64;6;8;13;15;7
53;13;7;7;8;9
35;14;12;11;13;15
11;16;7;12;9;9
25;11;9;12;12;10
30;13;9;7;6;11
64;6;14;9;11;9
22;5;12;15;10;15
28;6;9;9;7;9
60;14;13;15;8;7
16;14;9;13;10;7
52;12;9;5;8;13
28;12;8;6;11;11
52;15;12;8;7;15
64;7;15;6;15;8
16;69;65;67;66;69
66;12;9;7;11;8
10;67;66;60;66;70
20;10;8;10;8;15
12;67;64;54;62;69
34;14;12;15;9;8
68;13;15;11;12;7
63;14;6;7;13;12
65;9;6;10;14;8
59;8;8;12;15;8
11;13;13;13;8;14
63;10;8;11;9;9
69;12;14;14;10;14
66;13;14;12;8;14
59;12;12;8;12;8
67;7;16;15;7;13
35;12;12;9;12;15
67;11;8;12;9;6
41;15;9;10;7;13
18;11;9;9;12;8
63;13;11;11;10;9
63;13;16;14;14;14
64;14;14;14;11;8
62;10;9;11;6;6
26;10;10;13;7;12
64;7;9;9;13;8
26;13;8;6;15;10
62;16;9;16;14;9
37;14;10;13;15;7
62;11;6;9;10;14
63;9;15;15;12;16
52;12;9;10;11;11
65;18;14;11;15;12
49;11;11;8;14;6
41;7;14;8;11;10
41;15;11;6;15;7
11;68;62;59;64;68
65;15;12;16;9;10
35;16;9;8;14;13
15;9;7;7;13;5
63;12;8;11;14;6
67;13;12;9;15;13
63;14;14;7;12;11
17;9;6;8;9;11
14;66;59;69;61;72
61;15;13;14;8;10
31;11;6;8;9;7
56;15;11;11;16;16
37;12;16;10;10;7
32;8;9;11;9;11
18;10;13;12;12;5
67;7;15;8;12;12
65;16;10;15;14;6
49;14;15;7;6;12
62;8;11;12;16;8
18;69;64;64;64;67
62;7;10;14;10;8
32;11;7;6;10;13
35;15;13;9;13;9
64;8;6;7;6;5
60;8;12;6;9;13
64;14;13;13;13;12
12;67;67;63;65;68
63;14;12;8;13;12
30;12;8;9;14;13
20;8;10;8;8;11
63;10;13;10;10;14
22;5;9;8;15;7
14;67;64;65;66;64
53;15;7;7;6;9
65;14;6;8;12;7
64;5;8;10;7;9
67;15;6;15;10;10
56;13;15;14;10;13
29;13;9;11;5;9
17;68;61;59;67;69
45;6;7;14;10;5
39;15;8;16;12;13
41;7;15;10;12;13
61;16;14;8;15;6
68;11;6;6;10;12
64;10;6;14;8;8
13;57;74;77;63;68
36;9;16;13;16;8
67;13;6;12;14;6
21;14;10;12;10;10
68;13;12;11;6;15
68;6;13;12;6;8
68;14;8;6;7;6
54;11;14;11;12;10
22;6;10;13;9;16
65;9;10;8;13;12
60;15;14;16;14;10
22;12;11;7;9;12
35;14;13;7;14;10
34;5;8;8;13;10
62;9;15;9;12;14
19;12;13;9;11;16
43;13;15;6;8;7
61;8;10;14;16;6
23;6;12;8;11;8
11;67;60;60;62;71
62;15;6;7;12;10
31;8;10;14;8;10
20;10;8;9;7;9
26;9;11;13;10;13
59;8;14;8;6;6
55;10;7;16;14;8
64;7;13;9;11;8
64;16;13;12;14;11
62;12;9;7;11;11
35;15;8;15;9;8
64;7;7;7;13;10
61;11;9;15;11;8
53;13;7;12;11;6
34;13;7;6;16;9
52;13;10;7;8;5
63;16;14;10;12;12
66;8;12;12;10;15
49;11;12;13;10;10
47;13;6;16;8;12
66;12;6;7;8;7
49;10;15;7;7;13
38;5;7;6;13;8
72;16;11;11;17;13
44;10;15;14;11;7
66;10;5;12;12;7
47;13;11;7;8;12
10;64;66;67;63;66
61;13;14;11;9;11
33;15;13;11;13;10
26;6;12;6;15;14
66;8;6;8;11;13
65;7;12;6;8;8
55;12;7;14;14;12
62;11;15;13;15;11
58;6;11;7;14;10
64;15;9;7;8;7
64;12;14;9;7;10
19;13;14;10;11;15
62;9;6;13;9;6
24;7;15;14;14;13
65;13;9;16;16;14
62;10;8;9;8;6
21;7;11;8;9;12
58;8;7;8;6;6
71;16;14;15;18;15
14;66;65;62;63;68
65;23;17;18;23;17
63;11;8;19;9;17
46;6;7;13;14;8
41;6;14;8;6;10
68;13;8;13;10;9
65;12;6;8;12;8
68;16;14;15;12;12
14;10;16;16;7;11
46;10;11;6;7;12
54;15;15;7;8;11
16;8;6;9;5;11
64;8;9;9;13;13
63;9;11;14;16;11
63;8;6;8;6;10
64;8;13;9;15;13
68;13;15;12;8;5
40;11;10;11;7;6
63;15;13;14;6;11
27;14;14;11;6;9
25;11;7;15;7;13
26;13;13;8;15;6
50;8;15;13;11;16
25;15;14;15;7;8
15;11;8;15;8;8
55;15;8;8;8;6
61;4;5;6;4;5
55;7;13;7;5;13
37;15;8;12;15;7
41;6;15;11;11;11
22;14;7;13;8;8
12;67;65;59;63;66
62;10;7;12;6;12
69;15;9;7;14;8
43;8;14;7;15;10
54;14;11;16;11;9
57;15;18;11;14;11
29;7;16;11;13;10
67;14;8;6;6;12
62;12;10;5;12;9
65;7;7;6;7;6
61;11;10;13;15;15
24;6;16;14;15;14
56;14;10;13;14;13
62;14;14;10;9;9
62;12;6;11;6;10
53;10;13;14;12;8
64;6;7;11;7;6
69;14;9;11;8;8
61;14;14;10;14;9
26;10;10;10;14;6
54;8;10;5;6;13
59;8;16;14;13;13
65;12;9;5;9;5
68;5;8;7;13;6
42;11;7;11;7;15
57;11;11;13;9;14
49;8;11;5;5;10
66;13;13;14;12;6
32;13;13;9;16;13
64;11;7;9;15;15
57;10;8;12;11;15
17;67;65;65;65;67
23;12;14;13;16;13
34;7;6;6;15;15
67;13;14;11;6;16
65;11;6;7;15;14
66;11;15;15;11;12
62;15;7;14;5;5
60;8;7;8;6;13
61;16;7;14;6;6
64;6;14;7;10;8
64;12;13;13;11;8
30;10;8;11;13;10
15;70;64;55;63;68
66;7;8;15;15;15
15;69;64;64;67;67
34;12;16;16;16;6
62;7;14;11;15;11
40;11;13;9;6;13
63;7;16;13;15;13
72;13;11;7;8;12
11;65;64;60;62;72
68;15;7;10;10;13
66;10;9;11;15;6
62;12;14;11;12;9
16;13;8;14;9;13
32;11;10;13;6;5
28;15;7;16;15;6
64;11;8;15;13;9
57;8;9;11;13;15
64;8;13;9;10;14
64;6;7;15;8;13
47;9;10;6;11;13
64;10;9;11;12;12
63;7;9;16;7;6
17;12;7;15;14;9
62;13;11;9;10;9
65;5;12;7;6;13
66;9;7;14;10;12
22;63;71;64;67;63
64;9;9;11;8;5
58;11;10;11;16;15
64;11;10;9;13;11
4;64;64;67;66;65
14;64;65;65;66;64
64;11;12;8;14;7
20;65;66;60;60;72
65;15;11;6;6;15
56;12;11;9;11;13
60;14;11;11;10;12
64;7;10;9;7;9
25;12;14;15;8;6
64;7;11;8;16;9
71;14;13;9;15;9
68;8;6;16;8;14
60;11;16;8;12;13
59;11;6;15;7;14
63;8;13;13;9;12
23;11;11;12;7;9
52;14;12;11;14;14
63;16;15;12;11;15
61;16;8;10;14;10
64;11;14;12;13;12
18;13;6;10;11;7
68;10;9;8;8;14
17;66;64;63;64;65
22;7;11;8;12;15
67;12;6;16;13;9
63;8;16;14;11;10
13;64;64;64;65;68
59;6;7;5;8;8
30;7;7;7;15;13
20;8;15;14;6;9
64;10;7;16;10;9
62;10;14;15;13;10
63;6;10;10;16;13
68;11;9;14;10;15
62;16;9;13;15;12
66;8;11;12;12;7
22;7;12;10;12;11
56;6;7;12;13;6
20;8;11;12;11;11
26;16;15;10;8;16
22;7;7;7;9;6
68;12;16;14;14;10
60;11;13;13;14;12
71;9;6;8;10;15
14;69;62;60;67;68
43;10;6;8;15;15
40;8;13;10;10;6
40;7;7;11;15;15
67;11;12;6;11;14
66;7;14;9;9;11
26;11;9;13;9;13
11;67;62;49;64;71
20;11;9;7;15;6
15;7;8;12;15;15
63;10;6;8;6;8
66;8;16;9;13;14
61;13;7;9;14;14
65;14;9;8;15;7
63;12;16;15;11;9
38;11;7;15;11;10
61;15;9;9;11;13
60;6;12;13;14;13
66;9;11;14;12;15
51;8;6;10;14;9
63;16;7;14;15;11
62;15;12;15;14;7
59;6;10;12;9;12
18;9;15;14;6;11
15;67;66;58;65;66
64;11;10;9;11;10
64;13;11;11;8;13
22;64;62;56;68;68
15;15;16;14;6;13
62;7;9;10;8;15
18;69;66;60;66;66
11;64;67;58;69;63
60;9;5;9;6;8
32;12;13;16;16;16
60;12;13;14;13;9
57;13;7;16;7;8
64;10;10;6;16;16
62;10;10;15;9;10
17;14;8;13;9;11
49;10;7;12;14;7
62;14;11;14;15;7
20;8;13;13;14;7
18;11;9;9;7;6
66;14;13;13;13;14
69;10;11;11;16;9
63;14;9;9;10;7
51;15;16;16;12;9
55;8;10;13;10;6
15;69;63;66;64;68
66;13;10;10;16;13
71;6;9;10;9;10
64;13;12;7;15;12
13;68;68;59;62;72
12;66;62;66;66;65
63;10;7;6;9;8
19;14;6;8;8;12
65;13;7;12;13;14
15;65;66;64;65;71
58;6;14;11;11;10
62;11;9;12;7;8
11;66;60;63;64;68
58;10;15;7;6;9
64;9;9;8;16;13
75;15;9;8;9;10
66;9;11;8;6;12
64;9;14;6;8;10
61;8;16;9;7;8
17;64;64;63;66;64
32;5;14;5;9;6
65;5;9;12;10;14
18;68;62;56;65;70
38;8;8;15;9;15
58;10;15;10;8;15
62;8;8;8;6;13
17;66;65;63;64;66
13;67;62;62;62;71
21;7;10;12;10;14
64;13;9;8;13;9
11;62;68;67;62;73
66;12;9;11;14;10
68;9;9;10;16;9
68;6;11;11;11;5
42;16;8;16;16;16
15;64;68;53;69;65
62;11;8;10;11;7
27;7;12;15;15;6
22;15;14;8;11;12
66;14;12;10;13;7
65;12;16;8;12;15
62;14;12;8;7;13
65;13;6;14;15;16
68;8;8;6;10;14
65;9;16;7;16;15
69;8;9;7;11;16
61;7;12;13;7;6
54;11;14;9;9;13
26;8;12;8;14;8
17;5;14;7;14;5
63;12;9;13;7;6
45;11;9;14;8;13
64;12;11;14;11;15
32;10;10;11;17;16
28;7;15;5;13;10
37;14;5;9;11;9
60;10;14;12;16;10
20;10;7;12;16;9
59;15;8;12;9;11
62;7;10;15;11;15
65;14;8;7;11;9
31;5;8;11;14;13
17;68;64;61;64;70
67;16;16;10;7;9
35;8;7;10;16;8
62;9;13;13;7;8
18;8;9;15;13;14
65;8;11;15;6;14
67;11;15;9;7;10
61;14;12;12;13;8
60;16;10;7;15;15
66;16;8;6;9;11
63;12;6;9;14;10
31;12;14;7;15;13
60;10;11;9;11;13
28;5;10;10;11;7
68;12;15;8;14;11
71;12;14;12;15;8
31;12;12;11;9;13
26;13;10;7;12;9
62;8;7;11;11;13
10;63;65;57;66;69
56;9;9;12;8;9
65;7;13;14;6;11
22;8;7;7;6;9
60;14;10;6;11;12
65;7;10;13;16;11
63;10;10;15;14;13
57;8;9;10;16;15
63;14;11;12;15;6
72;13;13;15;13;8
33;11;8;18;14;7
15;66;65;57;64;66
13;67;64;72;66;62
65;7;6;7;9;9
66;9;6;9;7;13
25;10;14;9;12;9
70;12;13;9;10;15
63;8;10;13;13;10
56;12;10;10;16;6
62;10;8;7;10;10
56;13;12;12;6;15
64;15;7;9;7;12
64;11;12;11;9;7
52;13;13;13;10;9
66;11;6;6;7;10
58;8;16;10;10;7
65;10;12;6;7;14
47;14;6;12;13;11
34;7;7;13;6;13
43;7;8;5;11;9
13;68;62;61;63;69
65;13;8;13;14;6
53;8;13;7;14;16
10;68;66;61;65;70
18;12;14;9;7;10
26;14;14;7;14;9
35;11;10;11;10;7
67;14;7;14;7;7
26;9;11;9;10;15
67;7;5;11;8;8
13;63;65;63;65;63
25;15;10;7;7;12
58;7;11;8;10;10
51;7;8;12;8;6
33;17;10;13;14;17
61;15;16;11;14;12
56;9;6;7;8;10
65;15;15;8;10;10
59;11;11;14;12;15
23;13;7;6;7;8
67;7;8;9;12;10
62;13;6;10;11;8
64;15;7;12;14;7
64;15;13;13;7;10
64;15;5;10;8;7
64;10;8;6;6;11
65;6;5;6;10;10
55;12;11;10;15;12
11;65;63;64;64;69
36;9;12;10;16;16
59;11;13;7;12;9
58;12;13;8;5;10
25;15;12;11;8;12
14;9;12;14;8;14
61;11;13;15;13;15
27;10;11;10;10;14
21;10;7;13;10;7
33;13;15;14;13;6
13;67;66;65;66;68
63;12;7;6;8;13
64;9;13;13;7;13
36;7;11;7;9;8
35;7;10;10;8;8
47;16;16;11;10;16
65;10;8;14;10;9
67;8;11;6;15;8
55;16;8;13;7;12
65;7;9;12;6;9
15;12;13;15;14;7
21;14;11;8;9;7
61;12;13;11;15;10
61;9;14;15;6;15
20;6;15;12;15;12
26;12;14;7;13;10
26;8;8;16;11;8
40;9;12;11;10;9
65;11;14;10;8;10
67;14;13;15;7;13
10;68;65;60;66;64
31;10;8;7;13;6
62;12;8;11;15;11
67;14;16;11;8;11
64;14;15;15;15;9
62;8;9;13;15;9
58;14;13;11;5;7
65;12;8;13;10;7
63;6;10;15;11;11
14;66;64;55;65;70
38;1;1;1;1;1
57;14;14;12;7;6
66;11;12;12;11;10
46;8;8;10;11;7
29;1;1;1;1;1
63;9;6;15;13;14
